job_id,job_title,company,location,experience_level,job_description,date_posted,skills,skill_count
4195,Business Intelligence Analyst,Northstar Tech,London,Mid,"Business Intelligence Analyst role open at Northstar Tech. Key requirements include Advanced Excel, machine-learning, Natural Language Processing, Amazon Web Services, PowerBI, Python. This is a Mid level position, London based.",2026-01-30,"AWS, Excel, Machine Learning, NLP, Power BI, Python",6
859,Data Science Manager,Unknown,Singapore,Not Specified,"Exciting opportunity for a Data Science Manager at BluePeak Consulting, Singapore. Must have strong knowledge of Deep Learning, Amazon Web Services, Tableau, Large Language Models, advanced SQL and a passion for solving business problems.",2026-01-28,"AWS, Deep Learning, Generative AI, SQL, Tableau",5
3545,Ai Research Engineer,BluePeak Consulting,Pune,Mid,"AI Research Engineer role open at BluePeak Consulting. Key requirements include T-SQL, Excel, Tableau dashboards. This is a Mid level position, Pune based.",2026-04-06,"Excel, SQL, Tableau",3
2148,Business Intelligence Analyst,Quantify Labs,New York,Lead,"We are looking for a Business Intelligence Analyst to join our team in New York. The ideal candidate has hands-on experience with Natural Language Processing, advanced SQL, machine-learning. You will work closely with cross-functional teams to deliver insights.",2026-03-09,"Machine Learning, NLP, SQL",3
3396,Nlp Engineer,Quantify Labs,Hyderabad,Entry,"We are looking for a NLP Engineer to join our team in Hyderabad. The ideal candidate has hands-on experience with T-SQL, AWS, Generative AI. You will work closely with cross-functional teams to deliver insights.",2026-01-11,"AWS, Generative AI, NLP, SQL",4
297,Data Science Manager,Quantify Labs,Delhi Ncr,Entry,"Data Science Manager role open at Quantify Labs. Key requirements include Python, MS Excel, GenAI, advanced SQL. This is a Entry level position, Delhi NCR based.",2026-03-25,"Excel, Generative AI, Python, SQL",4
2249,Ai Engineer,Skyline Solutions,Mumbai,Mid,"Exciting opportunity for a AI Engineer at Skyline Solutions, Mumbai. Must have strong knowledge of SQL queries, Python, Natural Language Processing, Amazon Web Services, machine-learning and a passion for solving business problems.",2026-06-21,"AWS, Machine Learning, NLP, Python, SQL",5
1359,Data Engineer,BrightPath AI,New York,Lead,"Join BrightPath AI as a Data Engineer! We need someone comfortable with Machine Learning, Generative AI, Advanced Excel, proficiency in Python, Tableau dashboards to help us build data-driven products.",2026-06-13,"Excel, Generative AI, Machine Learning, Python, Tableau",5
2980,Power Bi Developer,BluePeak Consulting,New York,Senior,"Exciting opportunity for a Power BI Developer at BluePeak Consulting, New York. Must have strong knowledge of AWS, Power BI, Machine Learning, proficiency in Python and a passion for solving business problems.",2026-01-15,"AWS, Machine Learning, Power BI, Python",4
1001,Power Bi Developer,Northstar Tech,Delhi Ncr,Entry,"Northstar Tech is hiring a Power BI Developer (Entry level) based in Delhi NCR. Required skills: Excel, Power BI dashboards. Prior experience with analytics platforms is a plus.",2026-03-23,"Excel, Power BI",2
2070,Data Science Manager,Quantify Labs,Remote,Mid,"We are looking for a Data Science Manager to join our team in Remote. The ideal candidate has hands-on experience with Power BI, Machine Learning, NLP. You will work closely with cross-functional teams to deliver insights.",2026-03-20,"Machine Learning, NLP, Power BI",3
2605,Analytics Consultant,Alpha Analytics,Remote,Mid,"We are looking for a Analytics Consultant to join our team in Remote. The ideal candidate has hands-on experience with python programming, Machine Learning, AWS. You will work closely with cross-functional teams to deliver insights.",2026-03-01,"AWS, Machine Learning, Python",3
2563,Power Bi Developer,Vertex Insights,Mumbai,Mid,"Join Vertex Insights as a Power BI Developer! We need someone comfortable with PowerBI, AWS, Python, Generative AI to help us build data-driven products.",2026-01-24,"AWS, Generative AI, Power BI, Python",4
622,Ai Engineer,Vertex Insights,Remote,Entry,"Vertex Insights is hiring a AI Engineer (Entry level) based in Remote. Required skills: Amazon Web Services, SQL, Tableau dashboards, machine-learning. Prior experience with analytics platforms is a plus.",2026-02-05,"AWS, Machine Learning, SQL, Tableau",4
4605,Data Science Manager,BluePeak Consulting,Singapore,Mid,"Exciting opportunity for a Data Science Manager at BluePeak Consulting, Singapore. Must have strong knowledge of Natural Language Processing, Power BI, Deep Learning, proficiency in Python and a passion for solving business problems.",2026-01-31,"Deep Learning, NLP, Power BI, Python",4
1605,Ai Research Engineer,Alpha Analytics,Chennai,Lead,"AI Research Engineer role open at Alpha Analytics. Key requirements include Power BI, NLP. This is a Lead level position, Chennai based.",2026-05-14,"NLP, Power BI",2
4677,Business Intelligence Analyst,Nimbus Data,Hyderabad,Lead,"Business Intelligence Analyst role open at Nimbus Data. Key requirements include python programming, Natural Language Processing, deep neural networks, T-SQL, AWS. This is a Lead level position, Hyderabad based.",2026-07-16,"AWS, Deep Learning, NLP, Python, SQL",5
1256,Bi Developer,Nimbus Data,Pune,Entry,"BI Developer role open at Nimbus Data. Key requirements include machine-learning, proficiency in Python, SQL queries, Excel. This is a Entry level position, Pune based.",2026-06-07,"Excel, Machine Learning, Python, SQL",4
2920,Analytics Consultant,Vertex Insights,Singapore,Mid,"Analytics Consultant role open at Vertex Insights. Key requirements include Large Language Models, MS Excel, Deep Learning, python programming, T-SQL. This is a Mid level position, Singapore based.",2026-04-16,"Deep Learning, Excel, Generative AI, Python, SQL",5
2818,Data Scientist,Skyline Solutions,Bengaluru,Mid,"Exciting opportunity for a Data Scientist at Skyline Solutions, Bengaluru. Must have strong knowledge of Python, LLMs, deep neural networks and a passion for solving business problems.",2026-01-23,"Deep Learning, Generative AI, Python",3
2741,Data Analyst,BluePeak Consulting,Hyderabad,Senior,"Join BluePeak Consulting as a Data Analyst! We need someone comfortable with machine-learning, proficiency in Python, T-SQL, MS Excel, deep neural networks to help us build data-driven products.",2026-06-10,"Deep Learning, Excel, Machine Learning, Python, SQL",5
4538,Ai Engineer,BluePeak Consulting,New York,Mid,"BluePeak Consulting is hiring a AI Engineer (Mid level) based in New York. Required skills: ML models, deep neural networks. Prior experience with analytics platforms is a plus.",2026-03-23,"Deep Learning, Machine Learning",2
4483,Data Analyst,Vertex Insights,New York,Entry,"Join Vertex Insights as a Data Analyst! We need someone comfortable with AWS, Advanced Excel, Power BI dashboards, T-SQL, ML models to help us build data-driven products.",2026-02-11,"AWS, Excel, Machine Learning, Power BI, SQL",5
1813,Ai Research Engineer,Vertex Insights,Bengaluru,Lead,"We are looking for a AI Research Engineer to join our team in Bengaluru. The ideal candidate has hands-on experience with AWS, Python, Excel, PowerBI, deep neural networks. You will work closely with cross-functional teams to deliver insights.",2026-05-05,"AWS, Deep Learning, Excel, Power BI, Python",5
2764,Business Intelligence Analyst,DataForge,Bengaluru,Mid,"We are looking for a Business Intelligence Analyst to join our team in Bengaluru. The ideal candidate has hands-on experience with AWS, proficiency in Python. You will work closely with cross-functional teams to deliver insights.",2026-04-25,"AWS, Python",2
4707,Data Engineer,Northstar Tech,Delhi Ncr,Lead,"Data Engineer role open at Northstar Tech. Key requirements include AWS, advanced SQL, Deep Learning, Large Language Models. This is a Lead level position, Delhi NCR based.",2026-01-06,"AWS, Deep Learning, Generative AI, SQL",4
2578,Nlp Engineer,Nimbus Data,Bengaluru,Senior,"NLP Engineer role open at Nimbus Data. Key requirements include Python, AWS, advanced SQL. This is a Senior level position, Bengaluru based.",2026-02-07,"AWS, NLP, Python, SQL",4
4729,Data Analyst,Skyline Solutions,Remote,Entry,"Exciting opportunity for a Data Analyst at Skyline Solutions, Remote. Must have strong knowledge of Machine Learning, MS Excel, Tableau, Power BI and a passion for solving business problems.",2026-05-06,"Excel, Machine Learning, Power BI, Tableau",4
3151,Power Bi Developer,Northstar Tech,Bengaluru,Senior,"Northstar Tech is hiring a Power BI Developer (Senior level) based in Bengaluru. Required skills: Amazon Web Services, GenAI, ML models, SQL, Power BI, NLP. Prior experience with analytics platforms is a plus.",2026-03-04,"AWS, Generative AI, Machine Learning, NLP, Power BI, SQL",6
2209,Nlp Engineer,Quantify Labs,Pune,Senior,"Quantify Labs is hiring a NLP Engineer (Senior level) based in Pune. Required skills: advanced SQL, python programming. Prior experience with analytics platforms is a plus.",2026-04-11,"NLP, Python, SQL",3
837,Ai Engineer,BrightPath AI,New York,Senior,"We are looking for a AI Engineer to join our team in New York. The ideal candidate has hands-on experience with advanced SQL, PowerBI, Deep Learning, Tableau, Natural Language Processing. You will work closely with cross-functional teams to deliver insights.",2026-01-19,"Deep Learning, NLP, Power BI, SQL, Tableau",5
1771,Data Engineer,Vertex Insights,Delhi Ncr,Lead,"Vertex Insights is hiring a Data Engineer (Lead level) based in Delhi NCR. Required skills: Deep Learning, NLP, ML models, MS Excel, Amazon Web Services, Generative AI. Prior experience with analytics platforms is a plus.",2026-05-27,"AWS, Deep Learning, Excel, Generative AI, Machine Learning, NLP",6
1380,Business Intelligence Analyst,Alpha Analytics,Singapore,Lead,"Join Alpha Analytics as a Business Intelligence Analyst! We need someone comfortable with machine-learning, Excel, python programming, Power BI, Natural Language Processing to help us build data-driven products.",2026-05-18,"Excel, Machine Learning, NLP, Power BI, Python",5
546,Data Science Manager,BluePeak Consulting,Delhi Ncr,Mid,"BluePeak Consulting is hiring a Data Science Manager (Mid level) based in Delhi NCR. Required skills: Machine Learning, Python, AWS, Advanced Excel, NLP, T-SQL. Prior experience with analytics platforms is a plus.",2026-05-09,"AWS, Excel, Machine Learning, NLP, Python, SQL",6
516,Ai Research Engineer,BrightPath AI,London,Lead,"AI Research Engineer role open at BrightPath AI. Key requirements include Python, machine-learning, Tableau. This is a Lead level position, London based.",2026-06-10,"Machine Learning, Python, Tableau",3
3364,Data Engineer,Nimbus Data,Singapore,Entry,"Data Engineer role open at Nimbus Data. Key requirements include AWS, machine-learning, Advanced Excel, Power BI dashboards, Large Language Models, Python. This is a Entry level position, Singapore based.",2026-04-21,"AWS, Excel, Generative AI, Machine Learning, Power BI, Python",6
2542,Nlp Engineer,Clarity Systems,Unspecified,Entry,"NLP Engineer role open at Clarity Systems. Key requirements include Python, Natural Language Processing, machine-learning, advanced SQL, Advanced Excel. This is a Entry level position, Hyderabad based.",2026-05-01,"Excel, Machine Learning, NLP, Python, SQL",5
4305,Machine Learning Engineer,Northstar Tech,Chennai,Entry,"Northstar Tech is hiring a Machine Learning Engineer (Entry level) based in Chennai. Required skills: Advanced Excel, NLP, Tableau, SQL queries, Power BI dashboards. Prior experience with analytics platforms is a plus.",2026-04-09,"Excel, Machine Learning, NLP, Power BI, SQL, Tableau",6
1286,Data Science Manager,Nimbus Data,Pune,Senior,"Join Nimbus Data as a Data Science Manager! We need someone comfortable with Natural Language Processing, Power BI, Machine Learning, T-SQL, Python to help us build data-driven products.",2026-01-25,"Machine Learning, NLP, Power BI, Python, SQL",5
3171,Bi Developer,Clarity Systems,Chennai,Senior,"Exciting opportunity for a BI Developer at Clarity Systems, Chennai. Must have strong knowledge of MS Excel, PowerBI, python programming and a passion for solving business problems.",2026-01-04,"Excel, Power BI, Python",3
1980,Machine Learning Engineer,Nimbus Data,Delhi Ncr,Mid,"Exciting opportunity for a Machine Learning Engineer at Nimbus Data, Delhi NCR. Must have strong knowledge of Natural Language Processing, proficiency in Python, Excel, Deep Learning and a passion for solving business problems.",2026-01-07,"Deep Learning, Excel, Machine Learning, NLP, Python",5
2739,Data Analyst,Quantify Labs,Mumbai,Mid,"Join Quantify Labs as a Data Analyst! We need someone comfortable with machine-learning, NLP, T-SQL, Generative AI, Excel to help us build data-driven products.",2026-06-13,"Excel, Generative AI, Machine Learning, NLP, SQL",5
269,Power Bi Developer,Vertex Insights,Singapore,Entry,"Join Vertex Insights as a Power BI Developer! We need someone comfortable with SQL queries, Python, Machine Learning to help us build data-driven products.",2026-01-30,"Machine Learning, Power BI, Python, SQL",4
18,Data Science Manager,Clarity Systems,Hyderabad,Mid,"We are looking for a Data Science Manager to join our team in Hyderabad. The ideal candidate has hands-on experience with python programming, SQL queries, PowerBI, Natural Language Processing. You will work closely with cross-functional teams to deliver insights.",2026-03-05,"NLP, Power BI, Python, SQL",4
1152,Data Analyst,Vertex Insights,Mumbai,Senior,"Data Analyst role open at Vertex Insights. Key requirements include SQL queries, LLMs. This is a Senior level position, Mumbai based.",2026-02-25,"Generative AI, SQL",2
779,Machine Learning Engineer,Alpha Analytics,London,Entry,"Exciting opportunity for a Machine Learning Engineer at Alpha Analytics, London. Must have strong knowledge of deep neural networks, PowerBI and a passion for solving business problems.",2026-07-17,"Deep Learning, Machine Learning, Power BI",3
2774,Power Bi Developer,Quantify Labs,Singapore,Senior,"Quantify Labs is hiring a Power BI Developer (Senior level) based in Singapore. Required skills: Tableau dashboards, Power BI dashboards, python programming, machine-learning. Prior experience with analytics platforms is a plus.",2026-03-29,"Machine Learning, Power BI, Python, Tableau",4
253,Data Scientist,Quantify Labs,Remote,Senior,"Quantify Labs is hiring a Data Scientist (Senior level) based in Remote. Required skills: deep neural networks, Advanced Excel, SQL, LLMs, PowerBI. Prior experience with analytics platforms is a plus.",2026-07-04,"Deep Learning, Excel, Generative AI, Power BI, SQL",5
644,Data Science Manager,Skyline Solutions,Hyderabad,Entry,"Exciting opportunity for a Data Science Manager at Skyline Solutions, Hyderabad. Must have strong knowledge of proficiency in Python, ML models, advanced SQL, MS Excel, Large Language Models and a passion for solving business problems.",2026-03-13,"Excel, Generative AI, Machine Learning, Python, SQL",5
1505,Ai Research Engineer,Skyline Solutions,Unspecified,Mid,"Join Skyline Solutions as a AI Research Engineer! We need someone comfortable with SQL queries, Excel, Machine Learning, Natural Language Processing, proficiency in Python to help us build data-driven products.",2026-04-20,"Excel, Machine Learning, NLP, Python, SQL",5
2499,Data Scientist,Clarity Systems,Singapore,Entry,"Exciting opportunity for a Data Scientist at Clarity Systems, Singapore. Must have strong knowledge of SQL, Machine Learning, PowerBI, Tableau dashboards and a passion for solving business problems.",2026-04-09,"Machine Learning, Power BI, SQL, Tableau",4
2048,Data Science Manager,Nimbus Data,Unspecified,Entry,"We are looking for a Data Science Manager to join our team in Pune. The ideal candidate has hands-on experience with SQL, NLP, Tableau. You will work closely with cross-functional teams to deliver insights.",2026-05-16,"NLP, SQL, Tableau",3
3208,Data Science Manager,Quantify Labs,Singapore,Mid,"Exciting opportunity for a Data Science Manager at Quantify Labs, Singapore. Must have strong knowledge of Python, SQL queries, Tableau dashboards, Excel, Power BI dashboards and a passion for solving business problems.",2026-03-27,"Excel, Power BI, Python, SQL, Tableau",5
3343,Ai Research Engineer,Quantify Labs,Pune,Mid,"AI Research Engineer role open at Quantify Labs. Key requirements include machine-learning, python programming, Tableau dashboards, AWS. This is a Mid level position, Pune based.",2026-01-17,"AWS, Machine Learning, Python, Tableau",4
4997,Data Science Manager,Vertex Insights,Chennai,Mid,"We are looking for a Data Science Manager to join our team in Chennai. The ideal candidate has hands-on experience with Natural Language Processing, Machine Learning, Python, SQL. You will work closely with cross-functional teams to deliver insights.",2026-05-30,"Machine Learning, NLP, Python, SQL",4
4474,Data Scientist,Alpha Analytics,Chennai,Senior,"Join Alpha Analytics as a Data Scientist! We need someone comfortable with Tableau, python programming, MS Excel, SQL queries, NLP to help us build data-driven products.",2026-06-23,"Excel, NLP, Python, SQL, Tableau",5
1512,Power Bi Developer,Unknown,Chennai,Senior,"We are looking for a Power BI Developer to join our team in Chennai. The ideal candidate has hands-on experience with Generative AI, NLP, T-SQL, Excel, Power BI dashboards. You will work closely with cross-functional teams to deliver insights.",2026-03-01,"Excel, Generative AI, NLP, Power BI, SQL",5
2660,Ai Research Engineer,Quantify Labs,New York,Lead,"Quantify Labs is hiring a AI Research Engineer (Lead level) based in New York. Required skills: ML models, NLP, Excel, proficiency in Python, deep neural networks. Prior experience with analytics platforms is a plus.",2026-03-23,"Deep Learning, Excel, Machine Learning, NLP, Python",5
4261,Data Engineer,BrightPath AI,Hyderabad,Entry,"We are looking for a Data Engineer to join our team in Hyderabad. The ideal candidate has hands-on experience with LLMs, MS Excel, python programming, Power BI, ML models. You will work closely with cross-functional teams to deliver insights.",2026-07-19,"Excel, Generative AI, Machine Learning, Power BI, Python",5
4528,Data Engineer,Skyline Solutions,Chennai,Mid,"Data Engineer role open at Skyline Solutions. Key requirements include SQL, Tableau dashboards, Amazon Web Services, Advanced Excel. This is a Mid level position, Chennai based.",2026-06-29,"AWS, Excel, SQL, Tableau",4
4621,Data Scientist,BrightPath AI,Chennai,Lead,"Data Scientist role open at BrightPath AI. Key requirements include T-SQL, proficiency in Python. This is a Lead level position, Chennai based.",2026-02-06,"Python, SQL",2
903,Ai Research Engineer,Quantify Labs,Hyderabad,Lead,"AI Research Engineer role open at Quantify Labs. Key requirements include Power BI dashboards, SQL, Advanced Excel. This is a Lead level position, Hyderabad based.",2026-02-24,"Excel, Power BI, SQL",3
4723,Power Bi Developer,BluePeak Consulting,Mumbai,Entry,"BluePeak Consulting is hiring a Power BI Developer (Entry level) based in Mumbai. Required skills: advanced SQL, Machine Learning. Prior experience with analytics platforms is a plus.",2026-07-13,"Machine Learning, Power BI, SQL",3
1390,Data Science Manager,Quantify Labs,New York,Mid,"Join Quantify Labs as a Data Science Manager! We need someone comfortable with advanced SQL, Natural Language Processing, Excel, Power BI dashboards, AWS, Tableau to help us build data-driven products.",2026-03-16,"AWS, Excel, NLP, Power BI, SQL, Tableau",6
3311,Data Science Manager,BrightPath AI,Pune,Entry,"Data Science Manager role open at BrightPath AI. Key requirements include proficiency in Python, Excel, NLP, PowerBI, SQL queries. This is a Entry level position, Pune based.",2026-02-09,"Excel, NLP, Power BI, Python, SQL",5
848,Data Scientist,Quantify Labs,Bengaluru,Senior,"Data Scientist role open at Quantify Labs. Key requirements include proficiency in Python, LLMs, Deep Learning, AWS, PowerBI. This is a Senior level position, Bengaluru based.",2026-06-09,"AWS, Deep Learning, Generative AI, Power BI, Python",5
2384,Bi Developer,BrightPath AI,Delhi Ncr,Entry,"BI Developer role open at BrightPath AI. Key requirements include Machine Learning, proficiency in Python, LLMs, NLP, SQL queries, Advanced Excel. This is a Entry level position, Delhi NCR based.",2026-07-09,"Excel, Generative AI, Machine Learning, NLP, Python, SQL",6
4535,Ai Research Engineer,Vertex Insights,Delhi Ncr,Mid,"We are looking for a AI Research Engineer to join our team in Delhi NCR. The ideal candidate has hands-on experience with Python, Power BI dashboards. You will work closely with cross-functional teams to deliver insights.",2026-01-31,"Power BI, Python",2
1606,Nlp Engineer,Nimbus Data,Singapore,Mid,"We are looking for a NLP Engineer to join our team in Singapore. The ideal candidate has hands-on experience with Large Language Models, MS Excel, Amazon Web Services, Machine Learning, proficiency in Python. You will work closely with cross-functional teams to deliver insights.",2026-06-13,"AWS, Excel, Generative AI, Machine Learning, NLP, Python",6
1405,Data Scientist,Quantify Labs,London,Senior,"Join Quantify Labs as a Data Scientist! We need someone comfortable with MS Excel, PowerBI, Natural Language Processing to help us build data-driven products.",2026-05-18,"Excel, NLP, Power BI",3
3093,Ai Engineer,Clarity Systems,London,Mid,"Join Clarity Systems as a AI Engineer! We need someone comfortable with Generative AI, Amazon Web Services, T-SQL, PowerBI to help us build data-driven products.",2026-01-04,"AWS, Generative AI, Power BI, SQL",4
3488,Power Bi Developer,BluePeak Consulting,Chennai,Lead,"BluePeak Consulting is hiring a Power BI Developer (Lead level) based in Chennai. Required skills: Excel, advanced SQL, python programming, ML models, Power BI dashboards. Prior experience with analytics platforms is a plus.",2026-03-29,"Excel, Machine Learning, Power BI, Python, SQL",5
443,Analytics Consultant,BluePeak Consulting,Mumbai,Mid,"BluePeak Consulting is hiring a Analytics Consultant (Mid level) based in Mumbai. Required skills: Machine Learning, Excel, Python, deep neural networks, Tableau. Prior experience with analytics platforms is a plus.",2026-02-17,"Deep Learning, Excel, Machine Learning, Python, Tableau",5
4393,Data Science Manager,Nimbus Data,Pune,Entry,"Exciting opportunity for a Data Science Manager at Nimbus Data, Pune. Must have strong knowledge of MS Excel, deep neural networks, python programming, Natural Language Processing and a passion for solving business problems.",2026-06-01,"Deep Learning, Excel, NLP, Python",4
3671,Nlp Engineer,Skyline Solutions,Pune,Lead,"Exciting opportunity for a NLP Engineer at Skyline Solutions, Pune. Must have strong knowledge of MS Excel, Amazon Web Services, GenAI, proficiency in Python and a passion for solving business problems.",2026-04-04,"AWS, Excel, Generative AI, NLP, Python",5
3296,Data Scientist,Quantify Labs,Singapore,Senior,"Quantify Labs is hiring a Data Scientist (Senior level) based in Singapore. Required skills: deep neural networks, Tableau dashboards, Machine Learning, proficiency in Python. Prior experience with analytics platforms is a plus.",2026-01-11,"Deep Learning, Machine Learning, Python, Tableau",4
4966,Analytics Consultant,BrightPath AI,Bengaluru,Senior,"We are looking for a Analytics Consultant to join our team in Bengaluru. The ideal candidate has hands-on experience with Power BI dashboards, advanced SQL. You will work closely with cross-functional teams to deliver insights.",2026-05-26,"Power BI, SQL",2
908,Bi Developer,Northstar Tech,Chennai,Senior,"Exciting opportunity for a BI Developer at Northstar Tech, Chennai. Must have strong knowledge of Deep Learning, python programming, MS Excel, T-SQL and a passion for solving business problems.",2026-06-06,"Deep Learning, Excel, Python, SQL",4
4057,Data Science Manager,DataForge,Chennai,Entry,"We are looking for a Data Science Manager to join our team in Chennai. The ideal candidate has hands-on experience with Python, Amazon Web Services, machine-learning, Advanced Excel, deep neural networks, Power BI. You will work closely with cross-functional teams to deliver insights.",2026-02-14,"AWS, Deep Learning, Excel, Machine Learning, Power BI, Python",6
235,Data Scientist,Alpha Analytics,Mumbai,Lead,"Alpha Analytics is hiring a Data Scientist (Lead level) based in Mumbai. Required skills: Power BI dashboards, Deep Learning, Machine Learning. Prior experience with analytics platforms is a plus.",2026-01-03,"Deep Learning, Machine Learning, Power BI",3
4595,Data Science Manager,Alpha Analytics,Singapore,Mid,"Exciting opportunity for a Data Science Manager at Alpha Analytics, Singapore. Must have strong knowledge of ML models, SQL, Tableau, python programming and a passion for solving business problems.",2026-06-20,"Machine Learning, Python, SQL, Tableau",4
2471,Power Bi Developer,DataForge,Bengaluru,Lead,"Power BI Developer role open at DataForge. Key requirements include SQL, GenAI, Tableau, Python, Advanced Excel, Power BI dashboards. This is a Lead level position, Bengaluru based.",2026-01-15,"Excel, Generative AI, Power BI, Python, SQL, Tableau",6
3080,Nlp Engineer,Nimbus Data,Unspecified,Mid,"We are looking for a NLP Engineer to join our team in New York. The ideal candidate has hands-on experience with ML models, proficiency in Python, Deep Learning, NLP. You will work closely with cross-functional teams to deliver insights.",2026-04-10,"Deep Learning, Machine Learning, NLP, Python",4
4823,Machine Learning Engineer,BrightPath AI,Delhi Ncr,Senior,"BrightPath AI is hiring a Machine Learning Engineer (Senior level) based in Delhi NCR. Required skills: AWS, Excel, GenAI, SQL queries, NLP, proficiency in Python. Prior experience with analytics platforms is a plus.",2026-03-15,"AWS, Excel, Generative AI, Machine Learning, NLP, Python, SQL",7
2887,Data Analyst,Nimbus Data,Unspecified,Mid,"Exciting opportunity for a Data Analyst at Nimbus Data, Chennai. Must have strong knowledge of advanced SQL, python programming, MS Excel, Natural Language Processing, ML models and a passion for solving business problems.",2026-01-27,"Excel, Machine Learning, NLP, Python, SQL",5
2562,Analytics Consultant,Nimbus Data,Bengaluru,Lead,"We are looking for a Analytics Consultant to join our team in Bengaluru. The ideal candidate has hands-on experience with Machine Learning, Power BI. You will work closely with cross-functional teams to deliver insights.",2026-05-30,"Machine Learning, Power BI",2
2611,Machine Learning Engineer,BrightPath AI,Mumbai,Senior,"Exciting opportunity for a Machine Learning Engineer at BrightPath AI, Mumbai. Must have strong knowledge of GenAI, Deep Learning, AWS, Tableau and a passion for solving business problems.",2026-06-16,"AWS, Deep Learning, Generative AI, Machine Learning, Tableau",5
3015,Machine Learning Engineer,Quantify Labs,Delhi Ncr,Senior,"Join Quantify Labs as a Machine Learning Engineer! We need someone comfortable with SQL queries, Power BI, Python, MS Excel, GenAI to help us build data-driven products.",2026-04-06,"Excel, Generative AI, Machine Learning, Power BI, Python, SQL",6
2062,Power Bi Developer,Quantify Labs,Remote,Mid,"Exciting opportunity for a Power BI Developer at Quantify Labs, Remote. Must have strong knowledge of machine-learning, LLMs, Power BI dashboards, Deep Learning, AWS, Advanced Excel and a passion for solving business problems.",2026-01-20,"AWS, Deep Learning, Excel, Generative AI, Machine Learning, Power BI",6
58,Bi Developer,Quantify Labs,New York,Mid,"Join Quantify Labs as a BI Developer! We need someone comfortable with SQL queries, Tableau dashboards to help us build data-driven products.",2026-02-24,"SQL, Tableau",2
1473,Business Intelligence Analyst,DataForge,Unspecified,Lead,"DataForge is hiring a Business Intelligence Analyst (Lead level) based in Mumbai. Required skills: Deep Learning, AWS, Power BI, machine-learning, Python, advanced SQL. Prior experience with analytics platforms is a plus.",2026-05-30,"AWS, Deep Learning, Machine Learning, Power BI, Python, SQL",6
3967,Business Intelligence Analyst,BluePeak Consulting,Chennai,Mid,"We are looking for a Business Intelligence Analyst to join our team in Chennai. The ideal candidate has hands-on experience with deep neural networks, ML models, Excel, LLMs. You will work closely with cross-functional teams to deliver insights.",2026-03-23,"Deep Learning, Excel, Generative AI, Machine Learning",4
3332,Ai Research Engineer,Northstar Tech,Mumbai,Mid,"AI Research Engineer role open at Northstar Tech. Key requirements include Excel, proficiency in Python, Tableau dashboards. This is a Mid level position, Mumbai based.",2026-06-22,"Excel, Python, Tableau",3
3507,Analytics Consultant,Vertex Insights,Delhi Ncr,Mid,"Join Vertex Insights as a Analytics Consultant! We need someone comfortable with deep neural networks, proficiency in Python, Amazon Web Services, SQL to help us build data-driven products.",2026-03-07,"AWS, Deep Learning, Python, SQL",4
4416,Nlp Engineer,DataForge,Singapore,Mid,"Join DataForge as a NLP Engineer! We need someone comfortable with proficiency in Python, Deep Learning to help us build data-driven products.",2026-02-15,"Deep Learning, NLP, Python",3
1475,Business Intelligence Analyst,Skyline Solutions,Chennai,Lead,"Skyline Solutions is hiring a Business Intelligence Analyst (Lead level) based in Chennai. Required skills: advanced SQL, Tableau dashboards, PowerBI. Prior experience with analytics platforms is a plus.",2026-03-25,"Power BI, SQL, Tableau",3
1569,Data Science Manager,Vertex Insights,Delhi Ncr,Entry,"Vertex Insights is hiring a Data Science Manager (Entry level) based in Delhi NCR. Required skills: machine-learning, Excel, advanced SQL. Prior experience with analytics platforms is a plus.",2026-04-29,"Excel, Machine Learning, SQL",3
3188,Power Bi Developer,Quantify Labs,Singapore,Lead,"Exciting opportunity for a Power BI Developer at Quantify Labs, Singapore. Must have strong knowledge of MS Excel, deep neural networks, SQL queries, machine-learning and a passion for solving business problems.",2026-06-22,"Deep Learning, Excel, Machine Learning, Power BI, SQL",5
1590,Analytics Consultant,Alpha Analytics,Delhi Ncr,Senior,"We are looking for a Analytics Consultant to join our team in Delhi NCR. The ideal candidate has hands-on experience with T-SQL, MS Excel. You will work closely with cross-functional teams to deliver insights.",2026-05-02,"Excel, SQL",2
1009,Data Science Manager,Quantify Labs,Mumbai,Mid,"We are looking for a Data Science Manager to join our team in Mumbai. The ideal candidate has hands-on experience with advanced SQL, Tableau, Power BI, Python. You will work closely with cross-functional teams to deliver insights.",2026-05-26,"Power BI, Python, SQL, Tableau",4
2804,Ai Research Engineer,Nimbus Data,New York,Entry,"We are looking for a AI Research Engineer to join our team in New York. The ideal candidate has hands-on experience with NLP, AWS, SQL queries, Power BI dashboards, Tableau dashboards. You will work closely with cross-functional teams to deliver insights.",2026-01-21,"AWS, NLP, Power BI, SQL, Tableau",5
1580,Analytics Consultant,DataForge,Chennai,Not Specified,"DataForge is hiring a Analytics Consultant (Senior level) based in Chennai. Required skills: proficiency in Python, machine-learning, Large Language Models, Advanced Excel. Prior experience with analytics platforms is a plus.",2026-03-21,"Excel, Generative AI, Machine Learning, Python",4
2862,Data Analyst,Quantify Labs,London,Lead,"Join Quantify Labs as a Data Analyst! We need someone comfortable with T-SQL, Power BI to help us build data-driven products.",2026-05-22,"Power BI, SQL",2
